Date,Region,Product,Units Sold,Price Per Unit,Total Revenue
2025-02-27,West,Product C,154,471.47,72606.38
2025-02-06,East,Product C,152,488.33,74226.16
2025-03-12,North,Product A,96,69.77,6697.92
2025-04-16,North,Product E,118,283.93,33503.74
2025-04-18,East,Product C,200,133.48,26695.999999999996
2025-03-04,East,Product D,27,62.59,1689.93
2025-02-09,North,Product D,113,441.4,49878.2
2025-03-31,East,Product B,167,456.65,76260.55
2025-04-23,North,Product C,160,353.45,56552.0
2025-04-11,North,Product E,189,102.33,19340.37
2025-02-03,West,Product E,164,313.29,51379.560000000005
2025-01-23,West,Product E,3,90.37,271.11
2025-02-26,South,Product A,106,37.6,3985.6000000000004
2025-05-05,North,Product E,36,490.21,17647.559999999998
2025-02-17,North,Product A,133,259.22,34476.26
2025-02-09,South,Product D,153,62.44,9553.32
2025-04-27,West,Product B,117,234.85,27477.45
2025-05-04,East,Product B,152,269.83,41014.159999999996
2025-03-07,North,Product C,36,370.51,13338.36
2025-02-05,East,Product D,140,88.3,12362.0
2025-05-06,West,Product D,142,250.29,35541.18
2025-04-07,East,Product D,6,249.94,1499.6399999999999
2025-03-14,North,Product A,195,308.56,60169.2
2025-02-17,East,Product B,16,15.9,254.4
2025-03-18,South,Product D,171,388.08,66361.68
2025-04-05,North,Product C,149,208.25,31029.25
2025-02-22,West,Product C,194,168.04,32599.76
2025-04-21,East,Product E,47,454.26,21350.22
2025-03-31,West,Product A,72,61.44,4423.68
2025-04-15,West,Product A,108,272.54,29434.320000000003
2025-03-08,West,Product C,84,259.67,21812.280000000002
2025-01-29,West,Product C,180,234.0,42120.0
2025-02-19,South,Product C,108,22.09,2385.72
2025-04-28,West,Product C,88,243.89,21462.32
2025-01-14,North,Product C,103,210.69,21701.07
2025-02-19,West,Product A,56,94.95,5317.2
2025-01-25,North,Product B,19,38.62,733.78
2025-03-15,East,Product A,152,364.32,55376.64
2025-04-17,East,Product B,28,312.12,8739.36
2025-03-18,South,Product D,191,120.17,22952.47
2025-01-01,West,Product D,98,52.91,5185.179999999999
2025-01-13,West,Product A,181,42.03,7607.43
2025-02-06,West,Product A,85,14.31,1216.3500000000001
2025-02-19,East,Product D,95,42.95,4080.2500000000005
2025-04-07,North,Product C,108,17.92,1935.3600000000001
2025-03-30,West,Product A,9,441.66,3974.94
2025-04-17,West,Product B,64,473.0,30272.0
2025-04-24,East,Product C,92,304.46,28010.32
2025-02-23,South,Product E,78,133.36,10402.080000000002
2025-04-10,West,Product C,99,97.47,9649.53
2025-04-21,West,Product A,64,177.45,11356.8
2025-03-23,West,Product C,86,420.33,36148.38
2025-02-08,East,Product C,143,145.09,20747.87
2025-02-21,East,Product D,149,174.28,25967.72
2025-01-10,West,Product E,77,430.05,33113.85
2025-03-25,West,Product D,48,399.95,19197.6
2025-05-02,South,Product B,188,14.89,2799.32
2025-04-06,South,Product B,119,340.35,40501.65
2025-04-26,West,Product C,34,336.01,11424.34
2025-01-21,North,Product A,57,19.33,1101.81
2025-04-03,North,Product D,47,144.76,6803.719999999999
2025-03-26,South,Product B,19,203.92,3874.4799999999996
2025-03-17,West,Product E,9,141.4,1272.6000000000001
2025-03-02,East,Product E,107,167.64,17937.48
2025-01-24,North,Product B,137,172.31,23606.47
2025-01-28,South,Product B,175,183.86,32175.500000000004
2025-02-05,East,Product E,114,55.96,6379.4400000000005
2025-01-24,North,Product A,37,214.8,7947.6
2025-03-12,West,Product B,122,151.11,18435.420000000002
2025-01-11,North,Product D,16,412.71,6603.36
2025-01-08,East,Product E,25,140.95,3523.7499999999995
2025-01-14,West,Product B,145,55.19,8002.549999999999
2025-02-23,South,Product D,34,89.09,3029.06
2025-01-21,East,Product A,144,81.83,11783.52
2025-04-17,West,Product D,36,454.72,16369.920000000002
2025-04-14,West,Product C,78,179.63,14011.14
2025-02-22,West,Product D,171,147.06,25147.260000000002
2025-01-25,East,Product A,34,499.11,16969.74
2025-01-19,North,Product E,100,184.16,18416.0
2025-03-24,North,Product D,146,403.85,58962.100000000006
2025-02-09,East,Product C,142,11.22,1593.24
2025-01-08,East,Product D,190,155.89,29619.1
2025-04-21,East,Product B,124,243.48,30191.52
2025-01-12,East,Product B,19,53.89,1023.91
2025-01-02,East,Product D,177,347.18,61450.86
2025-01-22,West,Product D,21,199.56,4190.76
2025-03-07,South,Product C,71,107.59,7638.89
2025-05-02,West,Product E,177,28.81,5099.37
2025-02-23,North,Product A,120,158.95,19074.0
2025-02-25,North,Product D,3,317.42,952.26
2025-03-25,South,Product E,173,26.4,4567.2
2025-02-16,South,Product E,52,144.88,7533.76
2025-02-14,East,Product D,5,469.31,2346.55
2025-02-12,North,Product E,7,373.12,2611.84
2025-05-01,West,Product E,80,413.9,33112.0
2025-04-28,East,Product E,98,488.37,47860.26
2025-04-21,West,Product D,182,128.48,23383.359999999997
2025-02-21,North,Product A,162,254.38,41209.56
2025-04-18,West,Product E,21,64.49,1354.29
2025-03-10,South,Product C,183,114.59,20969.97
2025-02-15,North,Product B,101,197.78,19975.78
2025-01-30,North,Product E,30,117.39,3521.7
2025-01-05,West,Product C,195,320.07,62413.65
2025-04-18,West,Product C,35,48.46,1696.1000000000001
2025-04-24,East,Product C,143,33.93,4851.99
2025-03-03,West,Product D,93,275.32,25604.76
2025-02-12,East,Product A,30,491.46,14743.8
2025-02-03,South,Product E,7,39.18,274.26
2025-03-16,East,Product C,80,20.5,1640.0
2025-02-09,East,Product C,10,121.05,1210.5
2025-04-16,West,Product B,154,429.36,66121.44
2025-04-30,South,Product B,50,77.09,3854.5
2025-01-04,North,Product C,71,421.37,29917.27
2025-02-01,West,Product A,88,146.88,12925.439999999999
2025-01-18,West,Product A,114,124.64,14208.960000000001
2025-04-21,North,Product E,113,298.28,33705.64
2025-04-30,East,Product D,53,390.88,20716.64
2025-02-22,West,Product A,139,154.62,21492.18
2025-04-05,South,Product D,99,391.87,38795.13
2025-01-25,South,Product C,187,270.3,50546.1
2025-01-19,East,Product C,185,460.02,85103.7
2025-02-17,West,Product C,199,340.74,67807.26
2025-03-20,North,Product B,186,97.59,18151.74
2025-02-12,South,Product A,102,117.08,11942.16
2025-02-16,North,Product E,141,308.23,43460.43
2025-03-31,North,Product A,67,297.21,19913.07
2025-04-29,South,Product C,115,217.06,24961.9
2025-02-02,East,Product E,38,19.73,749.74
2025-02-03,North,Product C,83,371.57,30840.309999999998
2025-02-12,South,Product E,97,112.9,10951.300000000001
2025-02-24,North,Product B,114,87.44,9968.16
2025-01-21,East,Product D,109,40.99,4467.91
2025-01-01,East,Product D,117,239.72,28047.24
2025-02-16,North,Product B,148,259.74,38441.520000000004
2025-03-01,West,Product D,128,385.24,49310.72
2025-03-26,East,Product E,183,404.56,74034.48
2025-04-23,North,Product B,111,23.15,2569.6499999999996
2025-04-27,West,Product E,59,494.54,29177.86
2025-03-17,East,Product B,167,344.88,57594.96
2025-03-28,South,Product E,7,317.15,2220.0499999999997
2025-02-11,East,Product C,43,209.95,9027.85
2025-02-15,East,Product E,10,283.59,2835.8999999999996
2025-01-20,West,Product B,36,132.83,4781.88
2025-01-16,West,Product D,31,306.01,9486.31
2025-03-21,North,Product A,57,462.9,26385.3
2025-03-28,South,Product C,126,142.71,17981.460000000003
2025-03-27,North,Product E,183,292.95,53609.85
2025-01-30,East,Product D,30,20.81,624.3
2025-03-16,West,Product B,71,14.32,1016.72
2025-04-30,West,Product B,56,37.54,2102.24
2025-03-15,North,Product E,28,119.67,3350.76
2025-01-05,South,Product C,199,139.08,27676.920000000002
2025-04-16,West,Product A,132,351.72,46427.04
2025-02-22,East,Product C,103,163.51,16841.53
2025-02-09,West,Product B,85,188.94,16059.9
2025-04-06,West,Product E,189,178.36,33710.04
2025-03-26,West,Product B,192,497.19,95460.48
2025-04-12,West,Product C,195,77.28,15069.6
2025-03-08,East,Product D,170,127.88,21739.6
2025-03-04,West,Product E,143,213.29,30500.469999999998
2025-01-05,South,Product D,139,401.51,55809.89
2025-04-07,East,Product C,60,492.85,29571.0
2025-04-09,North,Product A,150,433.13,64969.5
2025-04-30,West,Product A,58,253.65,14711.7
2025-03-17,West,Product C,148,401.97,59491.560000000005
2025-03-27,West,Product E,118,487.17,57486.060000000005
2025-04-28,West,Product D,94,352.98,33180.12
2025-02-09,East,Product C,107,179.1,19163.7
2025-03-14,West,Product D,60,436.3,26178.0
2025-01-29,East,Product E,155,434.08,67282.4
2025-01-16,West,Product D,146,133.43,19480.780000000002
2025-04-27,North,Product B,187,324.74,60726.380000000005
2025-03-15,East,Product C,138,171.99,23734.620000000003
2025-02-02,North,Product E,87,123.54,10747.980000000001
2025-03-20,South,Product C,100,99.45,9945.0
2025-02-10,North,Product A,197,113.22,22304.34
2025-02-12,East,Product A,99,16.39,1622.6100000000001
2025-03-03,South,Product B,106,229.72,24350.32
2025-03-10,North,Product A,138,415.63,57356.94
2025-03-20,North,Product D,88,432.61,38069.68
2025-02-23,East,Product A,162,12.54,2031.4799999999998
2025-02-18,North,Product E,75,74.71,5603.249999999999
2025-02-26,South,Product D,73,271.12,19791.760000000002
2025-02-14,South,Product C,26,493.19,12822.94
2025-03-15,East,Product A,19,288.02,5472.379999999999
2025-04-27,East,Product B,114,250.37,28542.18
2025-04-02,East,Product B,17,424.15,7210.549999999999
2025-01-05,West,Product E,82,244.91,20082.62
2025-04-20,East,Product B,174,16.25,2827.5
2025-02-17,East,Product B,185,15.63,2891.55
2025-05-06,North,Product B,173,427.29,73921.17
2025-01-13,North,Product D,129,116.51,15029.79
2025-03-29,South,Product A,108,25.76,2782.0800000000004
2025-01-05,South,Product C,44,165.66,7289.04
2025-03-17,South,Product C,159,448.36,71289.24
2025-04-22,South,Product B,26,434.03,11284.779999999999
2025-03-09,West,Product C,6,221.66,1329.96
2025-03-11,South,Product B,112,215.42,24127.039999999997
2025-03-15,East,Product C,14,229.79,3217.06
2025-01-04,South,Product B,119,390.0,46410.0
2025-04-06,East,Product B,19,296.84,5639.959999999999
2025-03-26,North,Product B,192,296.82,56989.44
2025-03-28,North,Product C,91,20.39,1855.49
2025-03-24,North,Product E,86,382.61,32904.46
2025-01-18,South,Product C,192,195.18,37474.56
2025-03-26,West,Product C,127,370.41,47042.07
2025-02-19,East,Product E,58,68.95,3999.1000000000004
2025-03-09,West,Product A,103,432.65,44562.95
2025-02-14,South,Product C,52,474.29,24663.08
2025-02-22,North,Product B,101,335.38,33873.38
2025-03-13,North,Product E,5,34.02,170.10000000000002
2025-02-20,South,Product D,200,383.67,76734.0
2025-04-03,West,Product E,69,199.24,13747.560000000001
2025-01-31,West,Product E,143,111.94,16007.42
2025-02-02,West,Product D,196,189.73,37187.079999999994
2025-02-12,East,Product E,110,168.8,18568.0
2025-04-24,East,Product D,11,282.64,3109.04
2025-05-06,West,Product B,15,195.75,2936.25
2025-04-11,West,Product B,5,362.19,1810.95
2025-04-27,North,Product B,105,456.04,47884.200000000004
2025-04-14,East,Product B,20,165.12,3302.4
2025-02-08,East,Product B,128,94.44,12088.32
2025-01-08,East,Product B,33,477.49,15757.17
2025-03-16,South,Product E,97,469.28,45520.159999999996
2025-03-12,North,Product B,60,469.88,28192.8
2025-01-10,South,Product A,133,132.03,17559.99
2025-02-14,East,Product B,11,303.14,3334.54
2025-01-18,East,Product E,185,233.9,43271.5
2025-01-31,East,Product A,175,319.86,55975.5
2025-01-18,North,Product A,169,145.82,24643.579999999998
2025-04-30,North,Product E,89,103.54,9215.060000000001
2025-04-18,North,Product D,150,376.27,56440.5
2025-01-10,East,Product B,84,313.73,26353.32
2025-02-18,West,Product E,195,331.41,64624.950000000004
2025-01-16,South,Product A,31,483.26,14981.06
2025-04-12,North,Product A,143,404.41,57830.630000000005
2025-02-19,North,Product B,23,453.75,10436.25
2025-03-29,North,Product C,98,467.71,45835.579999999994
2025-01-29,East,Product C,108,133.51,14419.079999999998
2025-02-26,West,Product A,155,438.7,67998.5
2025-01-28,West,Product A,112,371.87,41649.44
2025-03-26,West,Product C,48,246.43,11828.64
2025-02-24,North,Product C,36,318.69,11472.84
2025-02-06,East,Product A,118,291.7,34420.6
2025-02-14,South,Product D,156,268.74,41923.44
2025-03-21,East,Product D,140,343.86,48140.4
2025-03-02,East,Product B,130,213.37,27738.100000000002
2025-02-02,East,Product B,115,467.84,53801.6
2025-04-12,East,Product B,38,194.24,7381.120000000001
2025-01-13,West,Product E,167,27.72,4629.24
2025-02-15,West,Product D,61,412.9,25186.899999999998
2025-01-18,West,Product C,200,159.46,31892.0
2025-05-01,North,Product A,70,162.41,11368.699999999999
2025-01-11,North,Product C,198,198.81,39364.38
2025-04-22,West,Product B,101,124.65,12589.650000000001
2025-02-04,East,Product A,112,184.49,20662.88
2025-02-25,South,Product B,82,184.82,15155.24
2025-04-17,South,Product C,176,328.44,57805.44
2025-04-02,West,Product C,108,397.66,42947.280000000006
2025-03-24,East,Product E,11,71.89,790.79
2025-02-02,South,Product D,31,204.34,6334.54
2025-02-15,East,Product A,145,270.14,39170.299999999996
2025-01-04,East,Product C,181,75.32,13632.919999999998
2025-02-07,South,Product D,11,238.69,2625.59
2025-04-28,East,Product C,184,423.75,77970.0
2025-01-15,South,Product A,200,229.33,45866.0
2025-01-14,South,Product C,62,147.83,9165.460000000001
2025-01-20,West,Product B,14,166.43,2330.02
2025-02-22,North,Product E,44,345.46,15200.24
2025-02-04,North,Product E,95,260.65,24761.749999999996
2025-04-14,West,Product C,7,375.3,2627.1
2025-01-25,West,Product A,165,149.88,24730.2
2025-03-31,South,Product A,176,114.32,20120.32
2025-04-18,West,Product C,20,213.56,4271.2
2025-03-13,North,Product C,175,176.98,30971.5
2025-02-04,West,Product A,137,150.84,20665.08
2025-01-30,North,Product B,163,302.22,49261.86000000001
2025-04-14,South,Product E,131,319.49,41853.19
2025-02-06,East,Product B,8,356.58,2852.64
2025-02-17,West,Product E,131,138.02,18080.620000000003
2025-01-02,South,Product B,165,84.12,13879.800000000001
2025-03-05,North,Product D,9,189.39,1704.5099999999998
2025-02-03,South,Product D,31,288.09,8930.789999999999
2025-02-22,West,Product B,150,103.54,15531.000000000002
2025-04-10,South,Product A,152,191.88,29165.76
2025-01-05,North,Product A,199,234.72,46709.28
2025-04-08,South,Product B,168,386.31,64900.08
2025-04-08,South,Product C,65,408.02,26521.3
2025-01-12,North,Product A,37,59.4,2197.7999999999997
2025-03-18,South,Product E,54,480.76,25961.04
2025-01-27,East,Product A,4,447.68,1790.72
2025-02-02,East,Product B,112,419.98,47037.76
2025-01-10,West,Product D,8,43.91,351.28
2025-04-02,East,Product A,98,105.47,10336.06
2025-01-31,West,Product D,176,297.74,52402.240000000005
2025-01-26,South,Product B,66,186.65,12318.9
2025-02-16,North,Product E,107,245.99,26320.93
2025-04-29,South,Product C,130,389.54,50640.200000000004
2025-03-13,South,Product A,193,452.22,87278.46
2025-04-22,North,Product C,123,218.99,26935.77
2025-02-24,North,Product C,156,114.19,17813.64
2025-03-31,North,Product E,120,262.28,31473.6
2025-02-17,West,Product A,195,227.04,44272.799999999996
2025-03-30,South,Product C,101,237.0,23937.0
2025-02-04,West,Product D,130,420.34,54644.2
2025-01-22,South,Product A,143,165.02,23597.86
2025-02-18,North,Product A,152,250.67,38101.84
2025-02-01,North,Product B,153,56.22,8601.66
2025-05-05,East,Product B,191,149.9,28630.9
2025-04-28,West,Product C,40,74.12,2964.8
2025-01-09,West,Product D,148,479.28,70933.44
2025-01-14,West,Product D,128,51.2,6553.6
2025-03-15,West,Product C,13,412.46,5361.98
2025-01-27,South,Product E,107,351.26,37584.82
2025-01-01,South,Product B,80,73.12,5849.6
2025-02-25,West,Product C,71,36.62,2600.02
2025-03-31,East,Product D,66,180.49,11912.34
2025-04-13,West,Product D,57,19.86,1132.02
2025-04-06,North,Product A,74,307.36,22744.64
2025-03-18,North,Product A,131,30.34,3974.54
2025-04-17,East,Product C,189,116.44,22007.16
2025-04-16,East,Product E,103,188.61,19426.83
2025-03-20,South,Product B,194,107.43,20841.420000000002
2025-04-12,North,Product D,119,209.38,24916.22
2025-04-01,North,Product E,71,159.63,11333.73
2025-05-06,East,Product D,136,266.46,36238.56
2025-04-11,East,Product B,182,230.18,41892.76
2025-03-10,East,Product A,150,69.58,10437.0
2025-04-28,North,Product E,173,416.21,72004.33
2025-04-23,West,Product A,53,143.95,7629.349999999999
2025-03-20,South,Product E,68,257.26,17493.68
2025-02-18,East,Product B,20,47.17,943.4000000000001
2025-04-12,West,Product A,199,378.05,75231.95
2025-03-21,West,Product A,93,81.54,7583.22
2025-02-02,North,Product C,178,301.5,53667.0
2025-04-08,North,Product A,46,174.5,8027.0
2025-04-08,East,Product D,141,407.13,57405.33
2025-01-25,North,Product E,96,123.82,11886.72
2025-01-08,South,Product D,67,280.46,18790.82
2025-02-10,South,Product E,2,216.83,433.66
2025-01-15,North,Product D,28,307.83,8619.24
2025-04-27,North,Product A,20,131.3,2626.0
2025-03-13,East,Product C,183,301.96,55258.67999999999
2025-02-27,South,Product E,89,351.28,31263.92
2025-01-23,South,Product E,21,402.4,8450.4
2025-04-28,South,Product D,144,141.17,20328.48
2025-03-22,South,Product B,174,484.92,84376.08
2025-03-16,South,Product C,200,276.93,55386.0
2025-03-15,North,Product B,128,57.4,7347.2
2025-02-28,East,Product A,20,198.64,3972.7999999999997
2025-03-14,East,Product C,45,277.01,12465.449999999999
2025-01-05,South,Product A,18,231.75,4171.5
2025-03-03,East,Product C,90,423.47,38112.3
2025-04-05,North,Product B,103,95.38,9824.14
2025-02-08,South,Product B,98,111.3,10907.4
2025-01-04,North,Product D,128,412.61,52814.08
2025-02-11,North,Product D,46,62.2,2861.2000000000003
2025-03-26,North,Product E,110,254.28,27970.8
2025-05-04,West,Product D,21,99.71,2093.91
2025-01-29,West,Product B,97,216.95,21044.149999999998
2025-03-29,South,Product D,7,481.48,3370.36
2025-04-25,North,Product A,93,346.42,32217.06
2025-01-28,East,Product B,179,467.32,83650.28
2025-05-07,South,Product A,15,239.99,3599.8500000000004
2025-02-28,West,Product A,193,347.9,67144.7
2025-03-18,East,Product A,198,233.74,46280.520000000004
2025-02-17,East,Product C,191,126.96,24249.36
2025-01-28,South,Product B,54,415.09,22414.859999999997
2025-01-04,South,Product B,135,263.12,35521.2
2025-02-14,East,Product D,193,313.96,60594.28
2025-03-27,North,Product C,36,488.42,17583.12
2025-02-19,West,Product A,133,95.29,12673.570000000002
2025-04-05,North,Product A,52,97.96,5093.92
2025-03-19,South,Product C,14,352.07,4928.98
2025-04-01,North,Product A,14,32.57,455.98
2025-04-01,West,Product A,49,180.19,8829.31
2025-03-14,North,Product E,7,39.11,273.77
2025-02-09,North,Product B,168,293.87,49370.16
2025-03-31,West,Product B,24,20.21,485.04
2025-01-26,South,Product A,143,236.31,33792.33
2025-03-22,North,Product C,150,469.15,70372.5
2025-01-10,East,Product C,5,147.99,739.95
